population,profile_id,rotor_position,rotor_present,s2_coupling_interval_ms,apd90_0d_ms,erp_1d_ms,cv_1d_cm_s,vw_any_duration_ms,vw_sustained_duration_ms,df_baseline_hz,area_baseline_cm2,df_baseline_interval_0p5hz,df_baseline_subgroup
pAF,9365,m,1,183,161.61601865515,172,80.2547770700637,20,20,7.080078125,1.062,6.5-7.3,high
pAF,9366,m,0,NaN,219.408683207374,267,84.2245989304813,1,0,NaN,NaN,,
pAF,9378,m,1,207,198.987336349848,201,72.6643598615917,11,11,6.2255859375,1.1601,6.0-6.5,mid
pAF,9380,m,1,210,175.740722896793,193,82.3529411764706,21,13,5.2490234375,1.2231,5.0-5.5,mid
pAF,9381,m,0,NaN,232.296680114698,246,76.271186440678,1,1,NaN,NaN,,
pAF,9416,m,1,226,194.874490077062,217,61.1650485436893,32,7,5.126953125,1.2267,5.0-5.5,mid
pAF,9419,m,1,224,203.377337605714,214,65.6934306569343,19,19,5.859375,0.9918,5.5-6.0,mid
pAF,9427,m,1,210,171.402080417633,194,74.8218527315914,33,11,5.37109375,1.2987,5.0-5.5,mid
pAF,9430,m,0,NaN,179.935255854813,227,87.0165745856353,29,0,NaN,NaN,,
pAF,9454,m,1,226,166.147816635064,207,69.7674418604651,31,31,5.0048828125,0.738,5.0-5.5,mid
pAF,9476,m,1,234,201.066567646521,222,80.4597701149425,22,11,5.0048828125,1.152,5.0-5.5,mid
pAF,9507,m,1,269,192.144663427556,249,64.8815653964984,35,25,5.0048828125,0.6831,5.0-5.5,mid
pAF,9510,m,1,203,181.518118291599,193,65.015479876161,19,19,6.103515625,1.098,6.0-6.5,mid
pAF,9532,m,0,NaN,201.636624434832,241,87.2576177285319,16,0,NaN,NaN,,
pAF,9533,m,0,NaN,172.708976366142,222,84.3373493975903,30,1,NaN,NaN,,low
pAF,9543,m,0,NaN,226.852406684025,219,82.03125,1,1,NaN,NaN,,mid
pAF,9554,m,0,NaN,236.105091006983,303,71.1864406779661,3,0,NaN,NaN,,
pAF,9576,m,1,184,178.210053510913,184,80.0508259212198,4,4,7.2021484375,1.1637,6.5-7.3,high
pAF,9581,m,0,NaN,218.139404764217,244,81.8181818181818,15,0,NaN,NaN,,
pAF,9585,m,1,220,202.013955310278,210,80.2547770700637,15,15,5.859375,1.3473,5.5-6.0,mid
pAF,9594,m,1,210,164.89063014261,196,79.646017699115,24,24,5.7373046875,1.0593,5.5-6.0,mid
pAF,9611,m,1,224,189.758088840434,217,82.5688073394495,12,12,5.2490234375,1.0458,5.0-5.5,mid
pAF,9633,m,0,NaN,207.606540140609,234,85.5978260869565,17,0,NaN,NaN,,
pAF,9634,m,0,NaN,216.041849758934,250,59.1549295774648,8,0,NaN,NaN,,
pAF,9635,m,0,NaN,239.635317510467,263,79.1457286432161,0,0,NaN,NaN,,
pAF,9678,m,0,NaN,222.842047214901,246,73.3410942956927,17,0,NaN,NaN,,
pAF,9686,m,0,NaN,232.962093448397,320,70.2341137123746,13,0,NaN,NaN,,
pAF,9730,m,1,209,199.715949152793,202,83.3333333333333,13,13,6.4697265625,1.3104,6.0-6.5,high
pAF,9735,m,1,243,187.94681417285,221,55.9006211180124,37,37,4.638671875,0.9747,4.5-5.0,low
pAF,9780,m,1,247,177.255408373763,227,60,37,23,4.2724609375,0.819,4.1-4.5,low
pAF,9782,m,1,298,202.521857807296,279,69.8447893569845,25,25,4.5166015625,0.6615,4.5-5.0,low
pAF,9783,m,1,183,169.912985774536,173,77.3006134969325,18,18,7.080078125,1.0674,6.5-7.3,high
pAF,9791,m,0,NaN,243.496375790826,297,59.3220338983051,5,0,NaN,NaN,,
pAF,9818,m,1,195,181.00009337331,187,67.1641791044776,17,17,6.2255859375,1.1313,6.0-6.5,mid
pAF,9821,m,1,204,178.243844244607,189,81.7120622568093,22,20,5.9814453125,1.2663,5.5-6.0,mid
pAF,9837,m,0,NaN,189.22638149331,215,83.223249669749,23,0,NaN,NaN,,
pAF,9854,m,1,195,191.069478025995,187,81.0810810810811,15,15,6.8359375,1.2879,6.5-7.3,high
pAF,9864,m,0,NaN,196.162340802213,244,59.37794533459,39,0,NaN,NaN,,
pAF,9865,m,0,NaN,214.396281306879,224,74.0305522914218,18,1,NaN,NaN,,mid
pAF,9894,m,0,NaN,222.150297750748,278,83.3333333333333,2,0,NaN,NaN,,
pAF,9900,m,1,220,182.426084302511,205,85.8310626702997,21,19,5.615234375,1.2861,5.5-6.0,mid
pAF,9907,m,0,NaN,220.488660434683,255,85.4816824966079,15,0,NaN,NaN,,
pAF,9914,m,0,NaN,217.052461522224,210,84.5637583892617,3,3,NaN,NaN,,mid
pAF,9921,m,1,216,192.015991993605,204,65.4205607476635,21,21,5.9814453125,1.0449,5.5-6.0,mid
pAF,9931,m,1,212,169.018113862083,190,65.7620041753653,38,38,5.4931640625,0.9531,5.0-5.5,mid
pAF,9934,m,0,NaN,196.353604301257,227,71.4285714285714,23,0,NaN,NaN,,
pAF,9938,m,1,201,178.662979510911,191,66.6666666666667,15,15,5.9814453125,1.053,5.5-6.0,mid
pAF,9947,m,0,NaN,240.967553325048,271,82.03125,1,0,NaN,NaN,,
pAF,9959,m,0,NaN,241.47388132738,261,82.3529411764706,2,0,NaN,NaN,,
pAF,9986,m,1,204,208.002914656019,203,82.8947368421052,5,5,7.080078125,1.125,6.5-7.3,high
pAF,9988,m,1,198,178.314775854516,183,77.3955773955774,25,25,6.2255859375,1.2546,6.0-6.5,mid
pAF,11,f,1,230,167.914761979424,198,70.9459459459459,28,26,5.2490234375,1.0611,5.0-5.5,mid
pAF,19,f,0,NaN,232.869563272674,236,77.7777777777778,0,0,NaN,NaN,,
pAF,23,f,1,285,177.351908240176,245,64.3513789581205,36,36,5.126953125,0.8955,5.0-5.5,mid
pAF,37,f,1,206,179.330224472258,189,85.8310626702997,15,15,5.7373046875,1.3788,5.5-6.0,mid
pAF,49,f,0,NaN,244.853919152731,282,77.8739184177997,0,0,NaN,NaN,,
pAF,73,f,1,205,178.737184183236,189,78.1637717121588,14,14,5.859375,1.3086,5.5-6.0,mid
pAF,85,f,1,194,168.690775783412,176,83.1134564643799,17,17,6.7138671875,1.1736,6.5-7.3,high
pAF,99,f,0,NaN,209.190639863438,256,79.2452830188679,2,0,NaN,NaN,,
pAF,117,f,0,NaN,214.879282947542,241,87.0165745856354,12,0,NaN,NaN,,
pAF,119,f,0,NaN,240.047028689616,272,86.1833105335157,2,0,NaN,NaN,,
pAF,127,f,0,NaN,225.16790045044,264,60.1145038167939,17,0,NaN,NaN,,
pAF,137,f,1,219,188.635144389154,195,69.3832599118943,22,22,6.34765625,1.1889,6.0-6.5,mid
pAF,151,f,1,235,168.4576654599,195,64.8815653964984,35,33,5.37109375,1.0413,5.0-5.5,mid
pAF,184,f,0,NaN,234.625842909714,261,80.1526717557252,14,0,NaN,NaN,,
pAF,205,f,0,NaN,182.913023072055,203,68.4782608695652,33,15,NaN,NaN,,mid
pAF,209,f,1,201,170.603070962199,184,74.2924528301887,15,15,6.34765625,1.2303,6.0-6.5,mid
pAF,212,f,0,NaN,181.36520834994,197,77.9702970297029,23,1,NaN,NaN,,mid
pAF,229,f,0,NaN,221.266460574581,227,84.6774193548387,2,0,NaN,NaN,,
pAF,232,f,1,202,170.923202975224,178,68.3297180043384,24,24,7.080078125,0.8784,6.5-7.3,high
pAF,236,f,0,NaN,197.065376250532,237,69.5364238410596,11,0,NaN,NaN,,
pAF,241,f,1,228,213.792275961641,222,71.6723549488055,7,7,5.859375,1.2186,5.5-6.0,mid
pAF,250,f,0,NaN,227.41721117877,238,78.5536159600997,7,0,NaN,NaN,,
pAF,258,f,0,NaN,233.640431329652,248,79.9492385786802,9,0,NaN,NaN,,
pAF,267,f,1,213,190.599863206786,191,83.5543766578249,19,19,6.2255859375,1.1664,6.0-6.5,mid
pAF,277,f,0,NaN,210.44714933075,231,85.2503382949932,14,0,NaN,NaN,,
pAF,280,f,0,NaN,205.845039386484,236,77.2058823529411,25,0,NaN,NaN,,
pAF,289,f,1,201,169.210952478323,185,87.9888268156424,22,9,5.7373046875,1.161,5.5-6.0,mid
pAF,299,f,0,NaN,236.850602716797,289,70.7070707070707,1,0,NaN,NaN,,
pAF,309,f,1,211,163.110013951991,172,66.8789808917197,36,36,7.080078125,1.0035,6.5-7.3,high
pAF,312,f,1,202,183.45784454274,191,78.0669144981413,10,10,7.2021484375,1.143,6.5-7.3,high
pAF,333,f,0,NaN,229.589761944371,246,83.00395256917,1,0,NaN,NaN,,
pAF,367,f,0,NaN,204.801079408484,209,79.8479087452472,8,3,NaN,NaN,,
pAF,377,f,1,193,164.772360662566,180,86.3013698630137,12,12,6.4697265625,1.1088,6.0-6.5,mid
pAF,380,f,0,NaN,221.2083409279,236,78.6516853932584,5,0,NaN,NaN,,
pAF,383,f,1,253,169.39802079332,223,80.4597701149425,31,27,6.2255859375,0.7749,6.0-6.5,mid
pAF,384,f,0,NaN,227.301112218382,298,65.0826446280992,1,0,NaN,NaN,,
pAF,387,f,0,NaN,212.488870963127,269,65.8995815899581,24,0,NaN,NaN,,
pAF,464,f,1,211,168.107657613124,190,84.9056603773585,18,18,5.7373046875,1.0224,5.5-6.0,mid
pAF,469,f,0,NaN,218.92443632373,238,88.6075949367088,11,0,NaN,NaN,,
pAF,475,f,1,259,218.950309064647,250,64.8815653964984,7,7,4.2724609375,0.9135,4.1-4.5,low
pAF,476,f,1,208,172.10074129729,190,80.9768637532134,25,7,5.615234375,1.1313,5.5-6.0,mid
pAF,508,f,0,NaN,177.750749415245,217,81.6062176165803,16,0,NaN,NaN,,
pAF,509,f,1,234,184.036849569988,211,60.9874152952566,21,21,5.126953125,1.062,5.0-5.5,mid
pAF,516,f,0,NaN,227.465982155016,301,73.3410942956927,10,0,NaN,NaN,,
pAF,522,f,1,199,166.215734422112,177,80.8729139922978,20,20,6.4697265625,1.152,6.0-6.5,mid
pAF,526,f,1,232,220.574804260585,218,77.5862068965517,11,11,5.615234375,1.1844,5.5-6.0,mid
pAF,527,f,1,200,180.932722244266,184,80.1526717557252,16,16,7.080078125,1.2177,6.5-7.3,high
pAF,531,f,0,NaN,221.613576714299,222,82.4607329842932,6,1,NaN,NaN,,mid
pAF,542,f,0,NaN,216.129435835792,231,85.5978260869565,12,0,NaN,NaN,,
pAF,575,f,0,NaN,207.044687000729,234,69.1547749725576,20,0,NaN,NaN,,
pAF,581,f,0,NaN,212.874959464054,218,85.3658536585366,8,0,NaN,NaN,,
pAF,599,f,1,229,204.499183475084,212,71.753986332574,16,16,6.2255859375,1.2051,6.0-6.5,mid
pAF,609,f,1,206,176.49247188431,184,76.6423357664233,20,20,6.4697265625,1.2942,6.0-6.5,mid
pAF,613,f,0,NaN,240.801432571468,234,83.8881491344873,2,0,NaN,NaN,,
pAF,631,f,0,NaN,237.841649003974,274,72.1649484536082,3,0,NaN,NaN,,
pAF,633,f,0,NaN,219.695476841523,253,77.970297029703,2,0,NaN,NaN,,
pAF,666,f,1,221,194.378677692759,203,76.4563106796116,16,16,5.7373046875,1.3194,5.5-6.0,mid
pAF,682,f,0,NaN,199.443114022455,231,84.6774193548387,12,0,NaN,NaN,,
pAF,683,f,1,224,165.130121357506,186,64.7482014388489,34,34,5.7373046875,1.0107,5.5-6.0,mid
pAF,702,f,1,235,160.6728247848,195,66.5258711721225,38,37,5.37109375,1.1682,5.0-5.5,mid
pAF,726,f,0,NaN,239.394175844187,295,62.3762376237624,7,0,NaN,NaN,,
pAF,738,f,1,190,184.452100212009,184,85.5978260869565,6,6,6.7138671875,1.4706,6.5-7.3,high
pAF,747,f,1,243,219.020072398533,229,79.145728643216,19,3,5.2490234375,1.413,5.0-5.5,mid
pAF,752,f,1,196,177.170434401814,179,85.3658536585366,16,16,6.7138671875,1.2312,6.5-7.3,high
pAF,754,f,0,NaN,224.352420641437,250,85.2503382949932,14,0,NaN,NaN,,
pAF,760,f,1,225,177.426468148151,193,75.9951749095295,29,29,5.859375,1.2915,5.5-6.0,mid
pAF,779,f,0,NaN,211.031998350169,223,80.7692307692307,5,1,NaN,NaN,,mid
pAF,786,f,1,221,176.575671852464,192,86.1833105335157,25,23,5.9814453125,1.3221,5.5-6.0,mid
pAF,789,f,0,NaN,202.161443790996,210,82.03125,11,1,NaN,NaN,,mid
pAF,796,f,1,188,174.247089300305,178,83.8881491344873,10,10,7.080078125,1.1376,6.5-7.3,high
pAF,807,f,1,217,188.306424187016,201,75.4491017964072,29,11,5.615234375,1.3716,5.5-6.0,mid
pAF,814,f,0,NaN,192.034402550278,197,85.9481582537517,16,1,NaN,NaN,,
pAF,820,f,0,NaN,232.224874024658,239,86.6574965612104,3,0,NaN,NaN,,
pAF,821,f,1,245,172.076549504302,218,59.6590909090909,25,25,4.638671875,1.017,4.5-5.0,low
pAF,826,f,1,212,164.859050767736,180,72.8323699421966,29,29,6.34765625,1.0332,6.0-6.5,mid
pAF,829,f,1,215,194.168363806435,208,85.7142857142857,7,7,5.615234375,1.1844,5.5-6.0,mid
pAF,841,f,0,NaN,205.100829556693,208,79.4451450189156,1,1,NaN,NaN,,mid
pAF,848,f,1,257,190.331571007526,233,84.7913862718708,22,15,4.5166015625,0.9792,4.5-5.0,low
pAF,850,f,1,255,178.905320333324,233,73.943661971831,23,15,4.39453125,0.9216,4.1-4.5,low
pAF,856,f,1,215,186.644768196107,189,65.0826446280992,26,26,6.7138671875,1.0494,6.5-7.3,high
pAF,865,f,1,235,178.786315304882,211,79.746835443038,32,17,5.0048828125,1.0926,5.0-5.5,mid
pAF,874,f,1,195,186.397865192434,193,78.0669144981412,2,2,6.34765625,1.2213,6.0-6.5,mid
pAF,875,f,0,NaN,163.070825246432,200,62.5,30,28,NaN,NaN,,
pAF,877,f,0,NaN,192.500034269142,201,86.8965517241379,13,5,NaN,NaN,,
pAF,884,f,1,196,192.493484778948,192,76.0869565217391,7,7,7.2021484375,1.2465,6.5-7.3,high
pAF,889,f,1,245,176.313667807663,225,83.5543766578249,25,13,4.638671875,0.9522,4.5-5.0,low
pAF,907,f,0,NaN,210.779840101641,215,86.1833105335157,6,1,NaN,NaN,,
pAF,923,f,0,NaN,211.965888417355,272,59.0994371482176,7,0,NaN,NaN,,
pAF,937,f,1,248,204.008316693908,230,63.1895687061183,16,16,4.7607421875,1.0404,4.5-5.0,low
pAF,972,f,1,225,196.07581528039,210,67.4518201284796,14,14,5.2490234375,1.053,5.0-5.5,mid
pAF,974,f,1,205,177.871793378028,185,81.2903225806451,18,18,6.4697265625,1.1637,6.0-6.5,mid
pAF,975,f,0,NaN,237.416265868473,256,75.7211538461538,0,0,NaN,NaN,,
pAF,988,f,1,196,164.15947095133,177,79.646017699115,18,18,6.8359375,1.1457,6.5-7.3,high
pAF,1003,f,1,215,174.737608074698,189,86.3013698630137,23,23,5.7373046875,1.2168,5.5-6.0,mid
pAF,1017,f,1,208,176.713842390702,190,79.9492385786802,18,13,5.9814453125,1.2861,5.5-6.0,mid
pAF,1037,f,1,229,217.514996776816,227,65.6934306569343,3,3,5.4931640625,1.1097,5.0-5.5,mid
pAF,1038,f,1,201,179.771896525504,183,82.03125,17,17,6.7138671875,1.1367,6.5-7.3,high
pAF,1040,f,0,NaN,219.698918544316,288,84.4504021447721,28,0,NaN,NaN,,
pAF,1059,f,0,NaN,234.060845519984,234,82.4607329842932,3,0,NaN,NaN,,
pAF,1089,f,0,NaN,216.775488812527,246,86.896551724138,3,0,NaN,NaN,,
pAF,1109,f,0,NaN,163.917816645167,205,83.554376657825,31,0,NaN,NaN,,
pAF,1110,f,1,251,198.851260728334,233,76.0869565217391,16,12,4.8828125,1.1682,4.5-5.0,low
pAF,1125,f,0,NaN,185.340771250485,234,76.0869565217391,18,0,NaN,NaN,,
pAF,1135,f,1,217,191.039507566005,201,75.8122743682311,15,15,6.34765625,1.3275,6.0-6.5,mid
pAF,1137,f,1,238,188.72955789906,215,75.1789976133652,21,21,5.37109375,1.3608,5.0-5.5,mid
pAF,1140,f,1,237,162.804375267515,201,71.3476783691959,35,33,5.4931640625,1.116,5.0-5.5,mid
pAF,1141,f,1,216,178.808036225193,201,71.4285714285714,32,7,5.2490234375,1.3455,5.0-5.5,mid
pAF,1147,f,1,231,183.777109008442,200,78.9473684210526,27,25,5.37109375,1.2141,5.0-5.5,mid
pAF,1173,f,0,NaN,189.436115059609,223,79.2452830188679,17,1,NaN,NaN,,low
pAF,1176,f,1,215,161.215743792884,181,80.7692307692308,31,31,6.103515625,1.2771,6.0-6.5,mid
pAF,1182,f,0,NaN,236.298584956479,295,85.9481582537517,17,0,NaN,NaN,,
pAF,1184,f,1,236,227.067937728942,232,74.5562130177515,4,4,5.2490234375,1.3248,5.0-5.5,mid
pAF,1198,f,1,217,163.226797826959,184,63.12625250501,31,31,5.859375,0.9693,5.5-6.0,mid
pAF,1210,f,1,239,170.16951278635,192,57.6923076923077,41,41,5.2490234375,1.1628,5.0-5.5,mid
pAF,1213,f,1,207,203.211399122869,203,83.5543766578249,17,3,5.9814453125,1.4166,5.5-6.0,mid
pAF,1226,f,0,NaN,230.547504680384,256,88.2352941176471,11,0,NaN,NaN,,
pAF,1241,f,0,NaN,212.546354602113,225,82.1382007822686,10,3,NaN,NaN,,
pAF,1246,f,1,199,164.597771638124,172,85.3658536585366,25,23,6.8359375,1.2897,6.5-7.3,high
pAF,1255,f,0,NaN,235.537404389681,258,62.3762376237624,5,1,NaN,NaN,,low
pAF,1260,f,1,224,181.337033036478,197,78.9473684210526,24,24,5.7373046875,1.3968,5.5-6.0,mid
pAF,1273,f,0,NaN,234.103182244406,251,88.35904628331,7,0,NaN,NaN,,
pAF,1278,f,0,NaN,234.574485233985,281,81.0810810810811,23,0,NaN,NaN,,
pAF,1282,f,1,201,185.625420388191,186,80.0508259212198,15,15,7.080078125,0.9945,6.5-7.3,high
pAF,1324,f,1,209,188.988272264593,194,77.7777777777778,14,14,6.34765625,1.2186,6.0-6.5,mid
pAF,1325,f,0,NaN,233.748360914433,278,64.2857142857142,11,0,NaN,NaN,,
pAF,1336,f,0,NaN,197.830746301915,243,68.7022900763359,29,0,NaN,NaN,,
pAF,1342,f,1,220,167.655658641212,208,75.7211538461538,30,7,5.859375,0.6273,5.5-6.0,mid
pAF,1345,f,0,NaN,206.880223900946,240,79.3450881612091,17,0,NaN,NaN,,
pAF,1346,f,1,236,206.745859913761,219,79.746835443038,16,14,5.37109375,1.305,5.0-5.5,mid
pAF,1350,f,1,204,194.460195570769,199,72.3306544202067,6,6,6.4697265625,1.0089,6.0-6.5,mid
pAF,1356,f,1,223,180.242733435342,204,85.4816824966079,29,11,5.2490234375,1.1664,5.0-5.5,mid
pAF,1450,f,1,252,207.36275829807,240,84.4504021447721,15,3,4.638671875,1.2663,4.5-5.0,low
pAF,1461,f,0,NaN,230.203355450329,241,72.0823798627002,0,0,NaN,NaN,,
pAF,1466,f,0,NaN,230.45830288437,245,82.8947368421053,5,0,NaN,NaN,,
pAF,1476,f,1,199,163.7437475837,174,77.5862068965517,21,19,6.103515625,1.1943,6.0-6.5,mid
pAF,1510,f,1,206,171.918640463402,184,81.1855670103093,20,20,6.34765625,1.3077,6.0-6.5,mid
pAF,1523,f,0,NaN,233.910030742256,252,89.2351274787536,10,0,NaN,NaN,,
pAF,1527,f,1,228,215.37304394535,225,77.2058823529412,3,3,5.37109375,1.3032,5.0-5.5,mid
pAF,1532,f,0,NaN,201.942262819859,259,84.6774193548387,12,0,NaN,NaN,,
pAF,1544,f,1,195,175.565998396509,184,77.9702970297029,10,10,6.591796875,1.0278,6.5-7.3,high
pAF,1551,f,1,216,172.658388965807,193,72.9166666666667,21,21,5.859375,1.1448,5.5-6.0,mid
pAF,1557,f,0,NaN,231.601545070196,266,85.3658536585366,4,0,NaN,NaN,,
pAF,1561,f,0,NaN,164.255768536808,175,76.3636363636364,0,0,NaN,NaN,,
pAF,1604,f,0,NaN,190.576548749879,198,86.8965517241379,19,1,NaN,NaN,,mid
pAF,1609,f,1,233,171.11409005164,214,68.1818181818182,30,15,4.638671875,1.0647,4.5-5.0,low
pAF,1612,f,0,NaN,243.500127957937,260,83.5543766578249,0,0,NaN,NaN,,
pAF,1628,f,0,NaN,228.595006265736,250,79.9492385786802,1,0,NaN,NaN,,
pAF,1643,f,1,228,219.41465692909,222,74.6445497630332,6,6,5.9814453125,1.2123,5.5-6.0,mid
pAF,1655,f,1,198,163.070323620792,173,77.7777777777778,24,24,6.9580078125,1.1313,6.5-7.3,high
pAF,1660,f,1,233,193.059217861482,221,83.223249669749,10,10,5.0048828125,1.1925,5.0-5.5,mid
pAF,1672,f,0,NaN,240.140078618264,247,80.1526717557252,7,0,NaN,NaN,,
pAF,1674,f,0,NaN,218.324749659027,236,79.2452830188679,0,0,NaN,NaN,,
pAF,1696,f,0,NaN,235.614753315815,234,81.0810810810811,0,0,NaN,NaN,,
pAF,1708,f,0,NaN,235.11191596857,249,86.1833105335157,4,0,NaN,NaN,,
pAF,1709,f,0,NaN,212.231416547351,233,85.5978260869565,6,0,NaN,NaN,,
pAF,1710,f,1,243,188.196595984089,218,74.3801652892562,22,22,5.0048828125,1.0908,5.0-5.5,mid
pAF,1713,f,1,242,194.50322934935,215,71.4285714285714,24,24,5.4931640625,1.2231,5.0-5.5,mid
pAF,1715,f,0,NaN,197.923696133272,216,85.1351351351351,4,4,NaN,NaN,,mid
pAF,1721,f,0,NaN,229.573134314582,251,84.3373493975904,1,0,NaN,NaN,,
pAF,1722,f,0,NaN,221.406675287006,234,78.5536159600997,7,0,NaN,NaN,,
pAF,1733,f,0,NaN,228.981612905118,233,83.223249669749,5,1,NaN,NaN,,mid
pAF,1747,f,0,NaN,164.053317589322,175,78.1637717121588,0,0,NaN,NaN,,
pAF,1760,f,0,NaN,221.584002876261,240,85.5978260869565,0,0,NaN,NaN,,
pAF,1766,f,1,211,177.78510774544,186,74.468085106383,23,23,6.2255859375,1.2726,6.0-6.5,mid
pAF,1774,f,1,213,174.603709911295,188,81.6062176165803,23,21,5.859375,1.2726,5.5-6.0,mid
pAF,1783,f,0,NaN,232.148362365071,295,82.2454308093995,10,0,NaN,NaN,,
pAF,1789,f,0,NaN,196.298413426521,207,86.3013698630137,1,1,NaN,NaN,,mid
pAF,1795,f,1,225,186.259984068893,200,82.6771653543307,22,20,5.615234375,1.2906,5.5-6.0,mid
pAF,1800,f,1,220,162.193206947624,179,65.5567117585848,37,37,5.9814453125,1.1376,5.5-6.0,mid
pAF,1810,f,1,208,167.746487514312,189,84.1121495327103,17,17,6.103515625,1.2033,6.0-6.5,mid
pAF,1811,f,1,240,173.347077379396,204,75.1789976133651,33,31,5.37109375,1.1556,5.0-5.5,mid
pAF,1824,f,1,206,201.82402354123,200,76.73568818514,7,7,6.4697265625,1.4697,6.0-6.5,mid
pAF,1831,f,0,NaN,213.710939883262,274,74.910820451843,20,0,NaN,NaN,,
pAF,1840,f,1,232,178.607372152605,196,63,34,34,5.859375,1.26,5.5-6.0,mid
pAF,1862,f,0,NaN,178.276006051317,198,81.924577373212,13,11,NaN,NaN,,
pAF,1870,f,0,NaN,216.372193604861,255,73.8569753810082,9,0,NaN,NaN,,
pAF,1872,f,1,208,184.871990549327,188,80.4597701149425,18,18,6.34765625,1.1043,6.0-6.5,mid
pAF,1873,f,0,NaN,215.542598512955,253,59.4900849858357,15,0,NaN,NaN,,
pAF,1881,f,1,228,168.447117117226,184,59.6026490066225,40,40,5.859375,1.1439,5.5-6.0,mid
pAF,1886,f,1,223,188.162116606822,204,82.7858081471747,16,14,5.7373046875,1.2573,5.5-6.0,mid
pAF,1892,f,0,NaN,203.530735424269,220,80.2547770700637,20,0,NaN,NaN,,
pAF,1919,f,0,NaN,241.114163252707,240,85.0202429149798,0,0,NaN,NaN,,
pAF,1937,f,0,NaN,222.416625879407,231,76.2711864406779,1,0,NaN,NaN,,
pAF,1957,f,1,220,164.343994031566,182,71.0259301014656,35,35,5.9814453125,1.2051,5.5-6.0,mid
pAF,1960,f,1,205,177.998134267844,187,67.0926517571885,17,17,6.103515625,1.1475,6.0-6.5,mid
pAF,1982,f,1,221,175.895715011757,189,81.1855670103093,28,26,5.7373046875,1.2708,5.5-6.0,mid
pAF,1986,f,1,214,182.943100699275,190,85.5978260869565,22,22,6.34765625,1.2384,6.0-6.5,mid
pAF,1988,f,1,285,175.017887860617,248,66.9500531349628,32,31,4.638671875,0.5985,4.5-5.0,low
pAF,1992,f,0,NaN,222.821278020099,227,83.3333333333333,3,1,NaN,NaN,,mid
pAF,2036,f,1,200,173.934817713503,189,70.1559020044544,16,9,5.9814453125,1.0296,5.5-6.0,mid
pAF,2054,f,0,NaN,208.9793203917,211,82.5688073394495,1,1,NaN,NaN,,mid
pAF,2062,f,0,NaN,196.881854821273,220,78.1637717121588,24,1,NaN,NaN,,low
pAF,2070,f,1,254,164.1072261546,206,54.3572044866264,45,45,4.7607421875,1.0413,4.5-5.0,low
pAF,2079,f,1,257,213.922434413384,233,57.9044117647058,22,22,4.638671875,1.125,4.5-5.0,low
pAF,2080,f,1,220,177.981612991942,196,87.0165745856353,21,21,5.859375,1.0404,5.5-6.0,mid
pAF,2110,f,1,200,167.286776393281,178,73.0858468677494,22,22,6.9580078125,1.0476,6.5-7.3,high
pAF,2116,f,1,213,160.940868582627,180,78.3582089552238,28,26,5.859375,1.2663,5.5-6.0,mid
pAF,2125,f,1,273,210.894512833314,259,65.4205607476635,11,11,5.0048828125,0.9,5.0-5.5,mid
pAF,2128,f,1,207,183.402806225444,188,76.3636363636363,18,18,6.7138671875,1.1637,6.5-7.3,high
pAF,2155,f,0,NaN,221.08167161551,286,60.6936416184971,19,0,NaN,NaN,,
pAF,2163,f,0,NaN,187.393992488287,224,80.6658130601792,24,0,NaN,NaN,,
pAF,2178,f,1,201,180.667970166709,191,81.3953488372093,10,10,6.34765625,1.2465,6.0-6.5,mid
pAF,2184,f,1,224,191.620007190933,214,81.2903225806452,20,3,5.0048828125,1.2681,5.0-5.5,mid
pAF,2198,f,1,225,175.159516474931,194,75.7211538461538,28,28,5.9814453125,1.2564,5.5-6.0,mid
pAF,2200,f,0,NaN,241.207096429112,290,67.0212765957447,0,0,NaN,NaN,,
pAF,2274,f,0,NaN,182.472890324614,238,86.0655737704918,31,0,NaN,NaN,,
pAF,2275,f,0,NaN,231.479571852578,255,84.9056603773585,0,0,NaN,NaN,,
pAF,2280,f,0,NaN,182.289120730937,216,53.3898305084746,36,1,NaN,NaN,,
pAF,2288,f,1,203,179.467561952442,189,84.9056603773585,14,14,6.34765625,1.3833,6.0-6.5,mid
pAF,2305,f,0,NaN,221.851663253328,258,67.2358591248666,4,0,NaN,NaN,,
pAF,2306,f,1,211,205.617876594202,209,79.0464240903388,4,4,6.103515625,1.2564,6.0-6.5,mid
pAF,2313,f,1,205,181.320959907142,187,72.7482678983833,18,18,6.591796875,1.206,6.5-7.3,high
pAF,2321,f,0,NaN,189.523051457014,263,79.646017699115,27,0,NaN,NaN,,
pAF,2327,f,1,217,178.25251685339,199,83.7765957446808,17,17,6.103515625,1.2879,6.0-6.5,mid
pAF,2329,f,1,227,209.844230915856,220,81.3953488372093,10,5,5.4931640625,1.2699,5.0-5.5,mid
pAF,2360,f,1,195,172.349175523486,186,83.6653386454183,8,8,6.2255859375,1.1646,6.0-6.5,mid
pAF,2385,f,1,213,211.874639775204,209,82.6771653543307,4,4,6.103515625,1.4274,6.0-6.5,mid
pAF,2396,f,0,NaN,241.913177875074,311,54.9738219895288,0,0,NaN,NaN,,
pAF,2400,f,1,235,220.846359315219,233,70.548712206047,2,2,5.126953125,1.3158,5.0-5.5,mid
pAF,2421,f,0,NaN,164.164253680538,192,82.3529411764706,26,1,NaN,NaN,,mid
