population,profile_id,rotor_position,rotor_present,s2_coupling_interval_ms,apd90_0d_ms,erp_1d_ms,cv_1d_cm_s,vw_any_duration_ms,vw_sustained_duration_ms,df_baseline_hz,area_baseline_cm2,df_baseline_interval_0p5hz,df_baseline_subgroup
IREpAF,2820,i,1,174,168.001020728218,172,66.1070304302204,27,27,7.080078125,0.7371,6.5-7.3,high
IREpAF,2860,i,1,208,195.482556861927,205,70.3125,23,23,5.7373046875,1.0611,5.5-6.0,mid
IREpAF,2869,i,0,NaN,212.006428672888,221,87.6216968011127,20,0,NaN,NaN,,
IREpAF,2966,i,1,216,205.25377289961,213,76.8292682926829,20,20,5.4931640625,1.2069,5.0-5.5,mid
IREpAF,3001,i,1,203,201.712533388396,203,64.8148148148148,15,15,6.4697265625,0.9666,6.0-6.5,mid
IREpAF,3023,i,1,217,199.859829581663,214,69.1547749725576,21,21,5.615234375,0.9261,5.5-6.0,mid
IREpAF,3198,i,1,230,223.486904896759,227,69.4597574421169,8,6,5.7373046875,1.1115,5.5-6.0,mid
IREpAF,3278,i,0,NaN,245.323920209245,252,85.7142857142857,1,0,NaN,NaN,,
IREpAF,3285,i,1,177,170.077026897299,174,72.4137931034483,31,31,7.2021484375,1.1151,6.5-7.3,high
IREpAF,3294,i,1,204,184.281474552794,201,68.1081081081081,24,24,5.4931640625,1.242,5.0-5.5,mid
IREpAF,3371,i,0,NaN,226.452752920595,259,82.5688073394495,12,0,NaN,NaN,,
IREpAF,3442,i,1,185,169.035436345795,179,81.0810810810811,30,28,6.2255859375,1.4184,6.0-6.5,mid
IREpAF,3521,i,1,227,195.998654701747,213,80.5626598465473,28,3,5.0048828125,1.3743,5.0-5.5,mid
IREpAF,3558,i,1,203,171.741073844307,200,84.7913862718708,30,3,5.615234375,1.2699,5.5-6.0,mid
IREpAF,3587,i,0,NaN,201.288005312665,234,78.5536159600997,18,0,NaN,NaN,,
IREpAF,3651,i,1,194,183.625448954983,193,71.7539863325741,14,14,5.9814453125,1.179,5.5-6.0,mid
IREpAF,3718,i,0,NaN,220.092389356454,237,80.8729139922978,1,0,NaN,NaN,,
IREpAF,3802,i,1,214,192.787534162206,207,80.7692307692308,20,16,5.37109375,1.3455,5.0-5.5,mid
IREpAF,3810,i,1,253,214.394435092974,232,66.8080593849417,19,1,4.8828125,1.3131,4.5-5.0,low
IREpAF,3821,i,0,NaN,243.787456347636,244,70,13,0,NaN,NaN,,
IREpAF,3843,i,1,218,213.775630912387,215,80.8729139922978,7,5,5.9814453125,1.2186,5.5-6.0,mid
IREpAF,3855,i,1,206,198.222651944161,203,84.2245989304813,16,16,5.9814453125,1.1052,5.5-6.0,mid
IREpAF,3984,i,0,NaN,220.079762775895,225,77.490774907749,21,0,NaN,NaN,,
IREpAF,4093,i,1,186,174.228772832845,185,81.1855670103093,16,16,6.34765625,1.2375,6.0-6.5,mid
IREpAF,4131,i,1,191,178.610876465747,190,61.4634146341463,27,27,5.9814453125,1.098,5.5-6.0,mid
IREpAF,4185,i,0,NaN,238.481454098554,254,71.2669683257919,2,0,NaN,NaN,,
IREpAF,4290,i,0,NaN,226.546021031689,229,81.6062176165803,8,0,NaN,NaN,,
IREpAF,4358,i,1,193,180.127620566789,191,70.3125,20,20,5.9814453125,0.9657,5.5-6.0,mid
IREpAF,4469,i,0,NaN,229.500040513376,281,62.1301775147929,24,0,NaN,NaN,,
IREpAF,4583,i,0,NaN,238.458277822603,250,88.1118881118881,0,0,NaN,NaN,,
IREpAF,4676,i,1,173,169.625568806543,171,66.0377358490566,37,37,7.2021484375,0.8856,6.5-7.3,high
IREpAF,4773,i,1,199,187.101919368179,196,63.12625250501,31,31,5.7373046875,1.08,5.5-6.0,mid
IREpAF,4841,i,1,188,174.463175143661,186,70.3125,22,22,6.103515625,0.99,6.0-6.5,mid
IREpAF,4898,i,0,NaN,242.163042873311,258,81.7120622568093,0,0,NaN,NaN,,
IREpAF,4955,i,0,NaN,216.411102621452,240,84.6774193548387,8,0,NaN,NaN,,
IREpAF,4978,i,0,NaN,237.207694832636,293,64.1547861507128,0,0,NaN,NaN,,
IREpAF,5147,i,1,215,187.333140544215,210,77.8739184177998,18,16,5.126953125,1.1817,5.0-5.5,mid
IREpAF,5242,i,1,230,229.592635053661,228,79.8479087452472,2,2,5.4931640625,1.0656,5.0-5.5,mid
IREpAF,5263,i,1,216,200.515187462021,212,84.7913862718708,17,17,5.4931640625,1.1358,5.0-5.5,mid
IREpAF,5270,i,1,193,190.09607937804,193,64.4171779141104,18,18,6.34765625,1.044,6.0-6.5,mid
IREpAF,5283,i,1,256,207.950060367359,250,78.9473684210526,19,13,4.39453125,1.1259,4.1-4.5,low
IREpAF,5382,i,1,192,184.230342763964,190,71.8358038768529,28,28,6.103515625,1.3059,6.0-6.5,mid
IREpAF,5495,i,1,187,170.009560247971,182,72.5806451612903,34,34,5.859375,1.3815,5.5-6.0,mid
IREpAF,5597,i,0,NaN,249.410203822634,285,64.1547861507128,6,0,NaN,NaN,,
IREpAF,5598,i,1,190,170.460773319443,187,67.7419354838709,29,29,5.859375,1.2087,5.5-6.0,mid
IREpAF,5745,i,1,248,225.979302584361,236,64.5491803278688,13,3,5.126953125,1.197,5.0-5.5,mid
IREpAF,5767,i,0,NaN,232.687877310884,297,58.8785046728972,21,0,NaN,NaN,,
IREpAF,5843,i,1,197,174.73868859675,192,70.9459459459459,34,34,5.7373046875,1.0845,5.5-6.0,mid
IREpAF,5874,i,1,234,228.905563783708,232,73.5981308411215,3,3,4.8828125,1.2627,4.5-5.0,low
IREpAF,5931,i,1,206,201.984415386076,204,84.4504021447721,10,10,6.2255859375,1.1007,6.0-6.5,mid
IREpAF,5995,i,1,208,187.138661556135,205,54.8302872062663,38,38,5.2490234375,1.2006,5.0-5.5,mid
IREpAF,6004,i,0,NaN,216.273486317412,240,86.0655737704918,1,0,NaN,NaN,,
IREpAF,6043,i,1,184,178.892346108645,182,72.8323699421965,23,23,6.7138671875,1.1601,6.5-7.3,high
IREpAF,6301,i,1,199,187.789156650419,197,85.3658536585366,13,13,5.9814453125,1.206,5.5-6.0,mid
IREpAF,6333,i,1,202,180.25348965195,199,69.6902654867257,30,30,5.7373046875,1.0305,5.5-6.0,mid
IREpAF,6448,i,0,NaN,213.019156824172,273,66.5961945031712,32,0,NaN,NaN,,
IREpAF,6468,i,1,240,216.583005105167,235,69.078947368421,17,15,4.7607421875,1.1016,4.5-5.0,low
IREpAF,6532,i,1,221,219.433461243541,219,66.8789808917197,14,14,5.4931640625,1.035,5.0-5.5,mid
IREpAF,6538,i,0,NaN,196.987254839209,226,81.8181818181818,24,0,NaN,NaN,,
IREpAF,6572,i,1,225,211.402745138526,223,77.2058823529412,9,9,5.2490234375,1.1916,5.0-5.5,mid
IREpAF,6677,i,0,NaN,250.37611456724,259,79.0464240903388,3,0,NaN,NaN,,
IREpAF,6714,i,1,207,195.944614556123,203,84.6774193548387,17,17,6.34765625,1.1025,6.0-6.5,mid
IREpAF,6719,i,0,NaN,190.304003414305,242,77.7777777777778,33,0,NaN,NaN,,
IREpAF,6733,i,0,NaN,232.257537523852,255,71.1864406779661,0,0,NaN,NaN,,
IREpAF,6864,i,1,223,192.899795537887,217,63.3802816901408,32,30,4.8828125,1.3023,4.5-5.0,low
IREpAF,6887,i,0,NaN,175.166759690306,221,67.0926517571885,38,0,NaN,NaN,,
IREpAF,6948,i,0,NaN,241.257420301066,252,83.554376657825,0,0,NaN,NaN,,
IREpAF,6951,i,0,NaN,202.973457871973,212,85.0202429149797,20,0,NaN,NaN,,
IREpAF,6959,i,1,200,167.851151056653,197,60.1719197707736,30,30,5.9814453125,0.5688,5.5-6.0,mid
IREpAF,6962,i,0,NaN,238.720580996334,240,84.3373493975904,8,0,NaN,NaN,,
IREpAF,7083,i,1,189,173.839379966928,184,80.8729139922978,29,29,6.103515625,1.2717,6.0-6.5,mid
IREpAF,7167,i,0,NaN,224.366568898404,266,56.7056705670567,15,0,NaN,NaN,,
IREpAF,7187,i,0,NaN,170.454179428183,197,73.2558139534883,30,0,NaN,NaN,,
IREpAF,7352,i,0,NaN,208.133925952294,226,82.6771653543307,17,0,NaN,NaN,,
IREpAF,7514,i,0,NaN,240.858676449374,239,73.7704918032787,4,0,NaN,NaN,,
IREpAF,7532,i,1,194,177.121472400162,192,60.0571973307912,38,38,5.859375,0.9036,5.5-6.0,mid
IREpAF,7547,i,0,NaN,241.376717335108,307,56.25,3,0,NaN,NaN,,
IREpAF,7616,i,0,NaN,239.825434669161,252,78.8485607008761,0,0,NaN,NaN,,
IREpAF,7729,i,1,213,185.322530997015,209,58.8235294117647,41,41,5.0048828125,1.0368,5.0-5.5,mid
IREpAF,7802,i,0,NaN,244.184130142632,254,63.894523326572,0,0,NaN,NaN,,
IREpAF,7835,i,0,NaN,240.653107093414,273,81.1855670103093,20,0,NaN,NaN,,
IREpAF,7861,i,1,188,170.911176217385,184,87.6216968011126,20,20,6.103515625,1.1799,6.0-6.5,mid
IREpAF,7931,i,1,205,192.844630208136,203,75.8122743682311,21,21,5.615234375,1.3491,5.5-6.0,mid
IREpAF,7949,i,0,NaN,233.375233690735,254,87.5,1,0,NaN,NaN,,
IREpAF,8009,i,0,NaN,253.165504539153,295,61.7042115572968,0,0,NaN,NaN,,
IREpAF,8016,i,1,210,198.772831759736,207,87.1369294605809,15,15,5.7373046875,1.1358,5.5-6.0,mid
IREpAF,8017,i,1,220,189.565971519267,218,66.3157894736842,23,23,5.126953125,1.0953,5.0-5.5,mid
IREpAF,8034,i,1,247,192.31169492966,230,78.0669144981413,23,1,4.638671875,0.9918,4.5-5.0,low
IREpAF,8134,i,0,NaN,247.63412462554,300,75.9951749095295,2,0,NaN,NaN,,
IREpAF,8262,i,1,184,184.021362444611,184,71.2669683257919,17,17,6.591796875,1.3527,6.5-7.3,high
IREpAF,8362,i,1,207,195.308265184831,206,64.9484536082474,16,16,5.859375,1.0143,5.5-6.0,mid
IREpAF,8431,i,0,NaN,229.934309109085,229,73.2558139534884,0,0,NaN,NaN,,
IREpAF,8539,i,0,NaN,191.130179980908,217,59.9429115128449,27,0,NaN,NaN,,
IREpAF,8555,i,0,NaN,228.916934176232,236,86.6574965612105,1,0,NaN,NaN,,
IREpAF,8670,i,1,188,176.779857892361,184,73.1707317073171,34,34,6.2255859375,1.2501,6.0-6.5,mid
IREpAF,8691,i,0,NaN,253.511015293465,271,82.6771653543307,0,0,NaN,NaN,,
IREpAF,8703,i,1,191,167.174078646596,187,70.4697986577181,34,34,5.9814453125,1.1943,5.5-6.0,mid
IREpAF,8735,i,1,263,233.11343261649,246,60.6936416184971,16,1,4.7607421875,1.1151,4.5-5.0,low
IREpAF,8754,i,1,201,178.464530252197,199,60,30,30,5.7373046875,0.9918,5.5-6.0,mid
IREpAF,8808,i,0,NaN,208.60117595207,250,73.943661971831,14,0,NaN,NaN,,
IREpAF,8917,i,0,NaN,240.673881706032,260,70.9459459459459,1,0,NaN,NaN,,
IREpAF,8942,i,0,NaN,244.047314433388,283,64.8148148148148,0,0,NaN,NaN,,
IREpAF,8987,i,0,NaN,220.12713620672,220,85.2503382949932,2,1,NaN,NaN,,
IREpAF,8997,i,0,NaN,224.663742990626,232,82.8947368421052,4,0,NaN,NaN,,
IREpAF,9089,i,1,195,190.511491155012,193,71.0259301014656,17,17,5.859375,1.1619,5.5-6.0,mid
IREpAF,9167,i,1,219,209.716266108815,219,79.4451450189155,4,4,5.7373046875,1.2978,5.5-6.0,mid
IREpAF,9213,i,1,213,197.083205576819,201,80.7692307692308,18,8,6.2255859375,1.467,6.0-6.5,mid
IREpAF,9264,i,1,198,193.326696003009,197,82.8947368421052,11,11,6.34765625,1.1628,6.0-6.5,mid
IREpAF,9360,i,0,NaN,236.23615488231,245,80.3571428571429,4,0,NaN,NaN,,
IREpAF,9385,i,1,225,206.42830563771,218,74.0305522914219,24,11,5.0048828125,1.2087,5.0-5.5,mid
IREpAF,9393,i,1,197,176.060460035027,193,80.2547770700637,20,20,5.615234375,1.152,5.5-6.0,mid
IREpAF,9411,i,1,199,195.617202707261,197,70.2341137123746,20,20,5.9814453125,1.0098,5.5-6.0,mid
IREpAF,9491,i,1,208,207.258413290285,208,65.8995815899581,8,8,5.7373046875,1.2186,5.5-6.0,mid
IREpAF,9504,i,1,251,225.001433420795,235,62.624254473161,16,2,5.0048828125,1.1862,5.0-5.5,mid
IREpAF,9695,i,1,179,172.627665654843,175,70,35,35,6.4697265625,0.8622,6.0-6.5,mid
IREpAF,9739,i,1,177,172.322510144193,174,68.1818181818182,30,30,6.9580078125,0.8433,6.5-7.3,high
IREpAF,9785,i,1,223,198.726973825971,223,64.3513789581205,17,17,4.8828125,1.1547,4.5-5.0,mid
IREpAF,9807,i,1,210,184.803376835647,207,64.7482014388489,28,28,5.126953125,1.1718,5.0-5.5,mid
IREpAF,9836,i,1,200,174.724009774996,196,82.7858081471747,30,30,5.859375,1.1664,5.5-6.0,mid
IREpAF,9984,i,1,229,201.514188818619,217,86.5384615384615,13,1,5.126953125,1.1493,5.0-5.5,mid
IREpAF,2,m,1,195,190.44060884256,190,75.7211538461538,12,12,6.8359375,1.116,6.5-7.3,high
IREpAF,122,m,1,198,195.855673700877,188,81.6062176165803,17,17,7.080078125,1.0908,6.5-7.3,high
IREpAF,181,m,1,191,187.885901443478,182,84.6774193548387,15,15,6.9580078125,1.152,6.5-7.3,high
IREpAF,197,m,1,182,169.705321734698,173,74.1176470588236,18,18,7.2021484375,1.1151,6.5-7.3,high
IREpAF,261,m,1,176,175.822907914633,170,84.2245989304812,12,12,7.2021484375,1.3806,6.5-7.3,high
IREpAF,339,m,1,198,194.563442218321,195,82.7858081471747,10,10,6.9580078125,1.143,6.5-7.3,high
IREpAF,360,m,1,204,202.59769255155,197,73.2558139534883,14,14,6.591796875,1.2105,6.5-7.3,high
IREpAF,371,m,0,NaN,208.195142388176,202,82.6771653543307,2,2,NaN,NaN,,mid
IREpAF,507,m,1,200,190.70864439867,190,83.7765957446808,17,17,6.9580078125,0.9891,6.5-7.3,high
IREpAF,648,m,1,210,207.872500062251,204,76.3636363636363,14,14,6.7138671875,1.1304,6.5-7.3,high
IREpAF,762,m,1,192,177.963386101888,177,78.2608695652174,25,25,6.9580078125,0.999,6.5-7.3,high
IREpAF,1116,m,1,188,169.373060784063,173,77.3955773955774,28,28,6.9580078125,0.8613,6.5-7.3,high
IREpAF,1157,m,1,192,186.652470753193,181,80.3571428571428,20,20,6.8359375,1.1178,6.5-7.3,high
IREpAF,1170,m,1,204,191.127381500206,196,77.6818742293465,15,15,5.9814453125,1.4301,5.5-6.0,mid
IREpAF,1208,m,0,NaN,223.767827577445,226,75.4491017964072,12,1,NaN,NaN,,mid
IREpAF,1217,m,1,183,172.131715839831,174,75.3588516746411,18,18,6.8359375,0.9333,6.5-7.3,high
IREpAF,1373,m,1,208,206.144610639472,200,79.145728643216,12,12,6.2255859375,1.1691,6.0-6.5,mid
IREpAF,1426,m,1,207,192.943014805904,194,75.4491017964072,21,21,6.2255859375,1.3176,6.0-6.5,mid
IREpAF,1464,m,1,180,166.130587676373,174,86.0655737704918,11,11,6.591796875,0.9207,6.5-7.3,high
IREpAF,1505,m,0,NaN,213.612397842786,209,86.4197530864198,7,0,NaN,NaN,,
IREpAF,1555,m,1,197,184.688197003437,185,81.924577373212,20,20,6.7138671875,1.1268,6.5-7.3,high
IREpAF,1582,m,1,195,199.932941670115,191,75.6302521008403,9,9,7.080078125,1.0431,6.5-7.3,high
IREpAF,1658,m,0,NaN,211.331011749797,207,82.6771653543307,1,1,NaN,NaN,,mid
IREpAF,1663,m,1,205,216.556293743553,205,80.7692307692308,5,5,7.2021484375,1.0746,6.5-7.3,high
IREpAF,1847,m,1,198,196.402403280299,192,77.7777777777778,11,11,6.591796875,1.1151,6.5-7.3,high
IREpAF,1913,m,1,193,177.897931014268,178,77.7777777777778,25,25,7.080078125,0.9774,6.5-7.3,high
IREpAF,2250,m,1,193,166.827620161137,176,77.8739184177997,29,29,6.8359375,1.0116,6.5-7.3,high
IREpAF,2379,m,1,186,171.436946168957,173,80.2547770700637,22,22,6.8359375,1.1196,6.5-7.3,high
IREpAF,2417,m,1,204,190.934202388409,193,73.6842105263158,19,19,6.34765625,1.1313,6.0-6.5,mid
IREpAF,2496,m,1,217,208.50237020613,208,74.1176470588235,16,16,6.4697265625,0.9828,6.0-6.5,mid
IREpAF,2677,m,1,189,171.238696318527,175,83.7765957446808,23,22,6.34765625,1.0467,6.0-6.5,mid
IREpAF,2818,m,1,216,214.149481604538,213,82.3529411764706,6,6,6.34765625,1.2231,6.0-6.5,mid
IREpAF,2890,m,1,192,181.751984387993,176,77.0171149144254,27,27,6.591796875,1.0746,6.5-7.3,high
IREpAF,2906,m,1,199,196.409095458468,194,80.4597701149425,11,11,6.591796875,1.1304,6.5-7.3,high
IREpAF,2967,m,1,254,244.74471778905,249,76.271186440678,4,3,5.4931640625,1.242,5.0-5.5,mid
IREpAF,2984,m,1,199,196.788404236984,196,87.5,5,5,5.9814453125,1.224,5.5-6.0,mid
IREpAF,3032,m,1,189,183.060273165123,183,79.2452830188679,13,13,7.080078125,1.0278,6.5-7.3,high
IREpAF,3062,m,1,187,173.170965829609,174,73.3410942956927,24,24,6.9580078125,0.9459,6.5-7.3,high
IREpAF,3255,m,1,199,191.665039759035,189,73.4265734265734,19,19,7.080078125,1.0287,6.5-7.3,high
IREpAF,3269,m,1,197,195.175092244652,190,79.746835443038,13,13,6.7138671875,1.1475,6.5-7.3,high
IREpAF,3375,m,0,NaN,249.116759170385,246,87.2576177285318,4,0,NaN,NaN,,
IREpAF,3385,m,0,NaN,196.137267514045,201,87.1369294605809,16,10,NaN,NaN,,mid
IREpAF,3410,m,1,220,225.142144815072,213,84.9056603773585,9,5,6.103515625,1.2969,6.0-6.5,mid
IREpAF,3514,m,1,199,174.444785284642,181,80.4597701149425,31,31,6.34765625,0.7443,6.0-6.5,mid
IREpAF,3607,m,1,194,188.088814463074,184,84.3373493975904,18,18,6.4697265625,1.2024,6.0-6.5,mid
IREpAF,3621,m,1,206,208.11091015429,203,76.271186440678,7,7,6.7138671875,1.1385,6.5-7.3,high
IREpAF,3632,m,0,NaN,221.695315311372,211,79.8479087452471,2,2,NaN,NaN,,mid
IREpAF,3709,m,1,216,217.939808662661,211,77.4907749077491,9,7,6.34765625,0.9855,6.0-6.5,mid
IREpAF,3800,m,0,NaN,248.05530962487,236,79.5454545454545,0,0,NaN,NaN,,
IREpAF,3948,m,1,199,187.929170738753,191,78.0669144981412,15,15,6.34765625,1.1754,6.0-6.5,mid
IREpAF,4055,m,1,222,228.093080919461,217,73.512252042007,8,6,5.9814453125,1.1817,5.5-6.0,mid
IREpAF,4097,m,1,181,172.171500352124,175,75.0893921334922,13,13,7.080078125,0.9261,6.5-7.3,high
IREpAF,4157,m,1,190,183.821824588878,182,84.1121495327103,13,13,7.080078125,1.0341,6.5-7.3,high
IREpAF,4162,m,1,198,188.909681474142,184,86.8965517241379,21,21,6.103515625,1.3572,6.0-6.5,mid
IREpAF,4284,m,1,194,170.137513981521,175,76.5492102065613,33,33,6.9580078125,1.1682,6.5-7.3,high
IREpAF,4314,m,1,211,193.349596802916,198,79.8479087452472,19,19,6.591796875,1.0566,6.5-7.3,high
IREpAF,4444,m,1,189,187.821401927526,189,77.3955773955774,4,4,6.8359375,1.0782,6.5-7.3,high
IREpAF,4449,m,1,218,205.131216511247,211,76.7356881851401,14,14,5.86,1.20,5.5-6.0,mid
IREpAF,4547,m,0,NaN,227.871627715518,219,86.4197530864198,1,1,NaN,NaN,,mid
IREpAF,4608,m,1,187,176.602239600979,181,79.8479087452471,11,11,6.34765625,1.0953,6.0-6.5,mid
IREpAF,4899,m,1,182,167.011692652683,165,82.3529411764706,27,27,7.080078125,1.0854,6.5-7.3,high
IREpAF,5067,m,1,181,171.294344485803,173,76.7356881851401,17,17,7.080078125,1.1457,6.5-7.3,high
IREpAF,5074,m,1,184,165.765983457437,173,78.0669144981412,19,19,6.9580078125,0.9585,6.5-7.3,high
IREpAF,5103,m,1,206,194.277322993206,198,82.5688073394495,13,13,6.103515625,1.0908,6.0-6.5,mid
IREpAF,5552,m,1,199,186.761785960101,191,83.5543766578249,13,13,6.4697265625,1.1916,6.0-6.5,mid
IREpAF,5860,m,1,182,172.678130392727,175,76.7356881851401,14,14,6.9580078125,1.134,6.5-7.3,high
IREpAF,5947,m,1,195,183.132171426041,187,78.4557907845579,16,16,6.591796875,1.2591,6.5-7.3,high
IREpAF,6006,m,0,NaN,180.974576422741,183,84.7913862718708,0,0,NaN,NaN,,
IREpAF,6010,m,1,192,167.937400348637,174,80.9768637532134,31,31,6.9580078125,1.2087,6.5-7.3,high
IREpAF,6048,m,1,197,192.051165023287,190,84.4504021447721,13,13,6.8359375,0.918,6.5-7.3,high
IREpAF,6140,m,1,186,177.899323138081,174,84.5637583892617,21,21,7.080078125,1.1826,6.5-7.3,high
IREpAF,6235,m,0,NaN,241.07759039972,236,86.5384615384615,0,0,NaN,NaN,,
IREpAF,6646,m,1,195,185.315032799997,188,80.7692307692307,12,8,6.591796875,1.3842,6.5-7.3,high
IREpAF,6666,m,0,NaN,226.949309689735,216,84.3373493975904,1,1,NaN,NaN,,mid
IREpAF,6900,m,1,203,192.067832874709,193,83.00395256917,17,16,5.9814453125,1.4526,5.5-6.0,mid
IREpAF,6914,m,1,213,203.010426864843,208,76.5492102065613,11,11,5.9814453125,1.1412,5.5-6.0,mid
IREpAF,7144,m,1,180,170.826486037768,169,82.8947368421052,20,20,7.080078125,1.1889,6.5-7.3,high
IREpAF,7192,m,1,204,202.056207637768,195,80.8729139922978,16,16,5.9814453125,1.3959,5.5-6.0,mid
IREpAF,7366,m,1,203,200.467804341846,194,80.8729139922978,15,15,6.2255859375,1.1781,6.0-6.5,mid
IREpAF,7431,m,1,200,202.1094505156,200,85.2503382949932,4,4,7.2021484375,1.1718,6.5-7.3,high
IREpAF,7438,m,1,223,214.353959976143,217,78.5536159600998,8,8,5.4931640625,1.1772,5.0-5.5,mid
IREpAF,7466,m,1,195,178.686984186112,179,72.7482678983833,27,27,6.7138671875,0.8235,6.5-7.3,high
IREpAF,7476,m,1,206,191.228228731212,197,76.271186440678,14,14,6.2255859375,1.116,6.0-6.5,mid
IREpAF,7489,m,1,195,190.024623937876,193,80.9768637532134,7,7,6.9580078125,1.0755,6.5-7.3,high
IREpAF,7745,m,1,214,213.510854028282,208,82.5688073394495,7,5,6.103515625,1.2312,6.0-6.5,mid
IREpAF,7756,m,0,NaN,232.616054869744,231,76.0869565217391,10,1,NaN,NaN,,
IREpAF,7812,m,1,208,195.245355974148,199,79.9492385786802,15,15,5.859375,1.2447,5.5-6.0,mid
IREpAF,7841,m,0,NaN,213.679933511557,213,86.4197530864198,2,2,NaN,NaN,,mid
IREpAF,7890,m,1,196,181.991146580251,180,74.910820451843,28,28,6.591796875,0.8478,6.5-7.3,high
IREpAF,7912,m,1,188,192.587902212566,182,78.1637717121588,13,13,7.2021484375,0.9657,6.5-7.3,high
IREpAF,7935,m,0,NaN,239.098664317644,236,76.9230769230769,7,0,NaN,NaN,,
IREpAF,8038,m,1,180,165.756473373491,169,80.1526717557252,20,20,7.2021484375,0.999,6.5-7.3,high
IREpAF,8204,m,1,193,186.974091507422,184,84.4504021447721,16,16,6.7138671875,0.7893,6.5-7.3,high
IREpAF,8214,m,1,189,173.713095261242,176,73.6842105263158,22,22,6.7138671875,1.1655,6.5-7.3,high
IREpAF,8338,m,1,195,200.424262392386,189,76.4563106796116,12,12,6.8359375,0.7965,6.5-7.3,high
IREpAF,8508,m,1,179,169.380980317794,171,74.3801652892562,15,15,7.2021484375,0.9234,6.5-7.3,high
IREpAF,8533,m,0,NaN,213.950454058802,209,86.6574965612105,8,1,NaN,NaN,,mid
IREpAF,8567,m,1,211,204.657181752249,205,86.1833105335157,7,4,5.9814453125,1.0683,5.5-6.0,mid
IREpAF,8688,m,1,188,172.51043321388,175,77.3006134969325,23,23,6.7138671875,1.2672,6.5-7.3,high
IREpAF,8792,m,1,201,175.322386398257,182,76.9230769230769,30,29,5.9814453125,0.8784,5.5-6.0,mid
IREpAF,8864,m,0,NaN,225.752952011899,209,78.5536159600997,0,0,NaN,NaN,,
IREpAF,8947,m,0,NaN,219.737563271374,211,78.4557907845579,1,1,NaN,NaN,,mid
IREpAF,9284,m,0,NaN,191.577483096524,195,78.0669144981412,0,0,NaN,NaN,,
IREpAF,9400,m,0,NaN,206.55096578713,201,77.490774907749,0,0,NaN,NaN,,
IREpAF,9415,m,1,194,179.487940190003,180,79.8479087452472,23,23,7.080078125,1.1709,6.5-7.3,high
IREpAF,9522,m,1,192,177.654635149564,176,77.1113831089351,27,27,6.591796875,1.071,6.5-7.3,high
IREpAF,9565,m,1,202,194.201671446055,194,77.9702970297029,15,15,6.4697265625,1.2303,6.0-6.5,high
IREpAF,9567,m,1,189,178.318315451739,177,78.75,22,22,6.7138671875,1.215,6.5-7.3,high
IREpAF,9615,m,1,187,169.54895227417,171,78.5536159600998,27,27,6.7138671875,0.945,6.5-7.3,high
IREpAF,9902,m,0,NaN,226.989912291312,232,86.1833105335157,0,0,NaN,NaN,,
IREpAF,120,m,0,NaN,229.879955204407,232,80.5626598465473,2,0,NaN,NaN,,
IREpAF,153,m,1,228,220.006528669619,221,77.6818742293465,8,4,5.7373046875,1.2564,5.5-6.0,mid
IREpAF,438,m,0,NaN,236.690474960909,245,73.943661971831,0,0,NaN,NaN,,
IREpAF,465,m,0,NaN,197.790000826921,210,86.8965517241379,18,0,NaN,NaN,,
IREpAF,493,m,1,213,191.973594076917,200,65.9685863874346,24,24,5.7373046875,1.2744,5.5-6.0,mid
IREpAF,617,m,0,NaN,236.812825857363,269,72.0823798627002,4,0,NaN,NaN,,
IREpAF,635,m,0,NaN,215.251017571914,225,59.4900849858357,22,2,NaN,NaN,,mid
IREpAF,714,m,1,212,189.64192711591,203,67.9611650485437,18,18,5.615234375,1.2186,5.5-6.0,mid
IREpAF,740,m,0,NaN,226.262143150714,229,86.4197530864198,0,0,NaN,NaN,,
IREpAF,788,m,1,188,171.786422803911,178,70.0778642936596,19,19,6.7138671875,1.1349,6.5-7.3,high
IREpAF,938,m,0,NaN,247.623284706933,248,85.4816824966079,0,0,NaN,NaN,,
IREpAF,955,m,1,205,191.452868318651,193,70.8661417322834,22,22,6.7138671875,0.9927,6.5-7.3,high
IREpAF,969,m,1,235,199.730114117381,225,77.3006134969325,16,16,5.126953125,1.2375,5.0-5.5,mid
IREpAF,979,m,0,NaN,245.072105943502,254,79.2452830188679,0,0,NaN,NaN,,
IREpAF,1078,m,0,NaN,215.544428555862,220,72.4971231300345,0,0,NaN,NaN,,
IREpAF,1080,m,0,NaN,215.125135738315,223,79.5454545454545,14,0,NaN,NaN,,
IREpAF,1132,m,1,193,176.40367702987,184,68.1818181818182,20,20,6.4697265625,1.0566,6.0-6.5,mid
IREpAF,1133,m,0,NaN,254.947957532102,254,70.6278026905829,9,0,NaN,NaN,,
IREpAF,1152,m,0,NaN,197.767595548779,210,76.1789600967352,24,1,NaN,NaN,,mid
IREpAF,1175,m,0,NaN,225.293605297767,277,58.1180811808118,21,0,NaN,NaN,,
IREpAF,1202,m,0,NaN,198.649078983552,221,63,40,0,NaN,NaN,,
IREpAF,1291,m,0,NaN,204.031867086298,226,74.1176470588235,32,0,NaN,NaN,,
IREpAF,1403,m,1,224,201.855691147422,209,60.8108108108108,19,9,5.7373046875,1.2852,5.5-6.0,mid
IREpAF,1444,m,0,NaN,218.237674873511,255,85.7142857142857,24,0,NaN,NaN,,
IREpAF,1485,m,0,NaN,183.202844874759,245,70.8661417322835,35,0,NaN,NaN,,
